stars,comment
5.0 out of 5 stars,"









  
  
    
  I'm a PlayStation gamer as I've always been. However, I like having all three systems (Xbox and Nintendo) so I'm not limited when there are exclusives. I bought this just for the 4k player and a few exclusives, i.e. SOD2. However, when compared side by side with a PS4 Pro it's not even close. It blows it out of the water in every single aspect.I now find myself trading in PS4 titles for the same game on the 1X so I can enjoy REAL 4K HDR gaming.

  
"
5.0 out of 5 stars,"









  
  
    
  Great improvement over the 'S' model on my OLED.  Middle Earth Shadow of War looks amazing!  MS did a good job speeding up the interface.  Console runs very quietly and is easily the best designed Xbox in the lineup.  Really looking forward to more 4K games!

  
"
1.0 out of 5 stars,"









  
  
    
  got my son this for christmas  he has as of yet been able to use it as i did not know that internet was needed to do set up so now have to take the xbox elsewhere to do first time set up then hope it works when get it back home.  a heads up would sure have been nice  did the 1st time set up over the weekend  and now see that not only do you need internet to do set up but appears that also need internet to install games that are on a disk that was bought what a crock this xbox is turning out to be a nightmare

  
"
5.0 out of 5 stars,"









  
    
  Es sorprendente, funciona fluida la interfaz respecto a la xbox one original (fat), los juegos a 4K de resolución son un sueño y todo se ve como si estuvieses dentro de él, Red Dead Redemption 2 a 4K con HDR en la Xbox One X es tan impresionante que no me emocionaba tanto desde la salida de Crysis en 2007.La consola responde a todo, la calidad de todos sus juegos como ya dije es impresionante y más sub los últimos títulos, la capacidad de tomar capturas de pantalla a 4K y vídeos es increíble, el gamepass es un tremendo acierto que por 10 dólares tengas más de 100 juegos, con la consola te viene 1 mes de game pass y 14 días de live gold.El mando es igual al de la Xbox One S sólo que en negro mate, tiene excelente sujeción a las manos e increíble respuesta, la consola prácticamente es inaudible, aún jugando durante horas y horas no calienta ni es ruidosa, su disco duro es suficiente para la mayoría de personas aunque yo preferiría uno de 2TB por la gran cantidad de juegos que tengo instalados.Como centro multimedia es impresionante también, youtube y Netflix a 4K funcionan de maravilla y el HDR en Netflix es otro mundo, excelente el reproductor Blu-ray 4K y Dolby atmos.La recomiendo totalmente, no importa si tienes una tv o monitor 1080p , no te lo pienses y comprala sin dudar.

  
  
"
4.0 out of 5 stars,"









  
  
    
  I've owned a 4k Tv for almost two years now and prior to owning the Xbox One X I haven't had any devices capable of showing off 4k resolution. I have to say I wasn't expecting much of an upgrade from 1080p HD TV but wow the One X blew me away! The games that are enhanced have never looked better. Even PUBG was given the 4k treatment and it really makes the game stand out. Even if your playing a game that hasn't been visually enhanced for the One X it will still run the game better. We tried WWE 2K18 and those games are known for their long load times and choppy gameplay. Well the load times are still long but the gameplay is freakishly smooth. We can now play 8-man matches with no lag whatsoever! Something I didn't think would ever be possible in that game. That just shows you how much power the One X brings to the table. Navigating the home screens and menus have never been faster and the same goes for watching game clips. Your internet speed can affect this but if your internet is fairly fast, watching a recorded clip is almost instantaneous. No more sitting and waiting 30-60 seconds for the clip to load or finish playing.My one and only complaint with the One X and the reason I docked it a star is the fact that it only comes equipped with a 1 TB hard drive.  1000 gigabytes sounds like a lot of storage but when it comes to the One X nothing could be further from the truth. I own about 56 games altogether and so far I've installed 10 games on the One X and have already used about 57% of the consoles storage capacity. This is extremely irritating since I know it won't be long until I'm forced to buy another external hard drive to make up for the consoles lack of storage. The original Xbox One suffered from this issue as well. From a consumer point of view, its kind of a cheap marketing ploy.Its like they sat down and said lets make an awesome system that looks and performs better, and even though its a requirement to install every game on the hard drive as well as downloading the big 4k updates, let's go ahead and limit the storage. Seriously microsoft? For $500 we should have got 2 TB of storage, at least. How in this day and age of gaming can you put such a tiny hard drive on an otherwise awesome console? Especially when certain games take up so much space. I was shocked when I installed Gears of War 4 and found out it took up 111 GB of space! Yeah 111 gigs, what a joke. That's already 10% of the hard drive right there. I don't care if a game needs a lot of storage to run properly but at least give us the space to make it work! Thats like building a minivan and only putting two seats in it.I honestly don't understand why they don't just offer another version of the Xbox One X with a 2 TB hard drive for $600. They might as well because when I go purchase another external hard drive I'm going to have to pay another $100 anyways; at least it would save me the trouble. Which is exactly what I did with the original Xbox One. So in retrospect I actually spent $600 on the original and new Xbox One totalling $1200. You see my point? Hopefully microsoft will learn from this and fix it for the next console.So other than the storage issue this is a great console. I was on the fence about buying it but I'm glad I did. The performance alone makes up for the small hard drive. A huge benefit if you already own an Xbox One is that you'll be able to play a lot of games together on both consoles that you normally couldn't on one console. If you own a 4k TV I highly recommend picking one up. And if you don't I've heard games still look fantastic on 1080p HDTVs. Do not underestimate the power this Xbox packs. If you can't see the difference you'll definitely feel it.

  
"
1.0 out of 5 stars,"









  
  
    
  I have been an xbox player from the beginning and never had so many problems with an xbox.  3 months in and I have already factory reset once, and hard resetting >6 times just so it will start up is the norm.  I am so sad that I purchased this without support as I have never needed it until now.  I have searched all the forums and unfortunately I think my xbox is faulty so I will have to send it in for repairs.Advice, purchase any unlimited service plans and warranties.

  
"
1.0 out of 5 stars,"









  
  
    
  Wasted countless hours resetting and trying to fix constant problems with local storage, no signal on HDMI, etc. This is the most frustrating piece of junk I have ever had

  
"
5.0 out of 5 stars,"









  
  
    
  Going from an Xbox One Day One Edition with a failing internal hard drive to an Xbox One X is quite a substantial upgrade. Outside of the speed and reliability there isn't much of an interface difference, which I personally enjoy.The packaging was well-kept and simplex, which is something that is highly underrated, in my opinion. Came with all the standards needed to get started; a month of gold, power supply cable, HDMI cable, etc. Out of convenience I am pleased to have an internal power supply. With that said, however, I am slightly uncomfortable with the idea of having another internalized part that is notorious for failing after some time and not having the ability to easily switch it out but hey, I guess Microsoft has to sell new consoles somehow. For example, the Xbox has been built with internal storage since the 360 Slim, and because of this internal storage I was forced to get a new Xbox when my hard drive failed. Unfortunately, getting an external still doesn't protect you from the OS that needs to be ran on the internal drive.I'll update my review when I've had a chance to see how the Xbox One X enhanced games run.

  
"
1.0 out of 5 stars,"









  
  
    
  This console was sold as new but was manufactured in 2017 and the warranty had expired before we purchased it in December 2019.  We only learned this when we contacted Microsoft because the product did not work and we provided the serial number to Microsoft.  I consider this a fraud on an unsuspecting buyer.

  
"
1.0 out of 5 stars,"









  
  
    
  I have 2 original Xbox One consoles that still work great but this ""better"" console only lasted a year and a half!?  Video started flickering on and off during play the other day.  I powered it on today and have the dreaded no signal/black screen.  Tried all the YouTube suggestions for hard reset and low-res mode boot, but nothing works.  Warranty expired 5 months ago, which is very disappointing.  Opening a repair with Microsoft for $250 isn't wise, as I bought an Xbox One S last Black Friday for $155 shipped.  I was getting excited to buy the newest version this year, Series X, but this let-down has changed my mind.  I won't purchase Xbox equipment in the future.

  
"
2.0 out of 5 stars,"









  
  
    
  If you aren't aware the Xbox One X models have an issue where the HDMI port will suddenly stop working.  Mine is no exception.  I wish I would have known this going into it.  Paying $500 for something that stops working is not worth it.

  
"
5.0 out of 5 stars,"









  
  
    
  Believe all the other reviews.  I traded in a fairly new Xbox One S to buy this and it's one of the best purchases I've ever made.  I'm in love.(The S is a great machine in its own right - I don't mean to disparage it at all.  But it's no X.)

  
"
4.0 out of 5 stars,"









  
  
    
  Physically, I like the smaller footprint of the console. I often play at my buddy’s house and this console is a lot easier to manage. As for its other features like higher processing speeds and 4K video, I haven’t noticed any difference. It could be that I don’t play any games that require those features. I have a 4K TV, but my games are not. Overall, I don’t notice a difference between the Xbox One and the Xbox One X. I don’t regret my decision to upgrade, but unless you have a need for the X’s “features”, I would hold up on buying one. Again, I have no regrets and I do like the smaller footprint.

  
"
5.0 out of 5 stars,"









  
  
    
  Games that used to push my Xbox One to the limit now run like butter. I've yet to encounter a single dropped frame. Even at 1080p the downscaled 4K assets are a breath of fresh air. The console is also whisper-quiet, and stays cool to the touch. Worth getting even if you don't have a 4K TV that supports HDR.It's certainly smaller than the Xbox One - the smaller footprint is much appreciated. The matte black finish means that it doesn't attract fingerprints. Its simple looks mean that it doesn't stand out aesthetically, but it really doesn't have to. It's much more understated than the Xbox One S. Removing the cumbersome power brick is a welcome change.While it was a necessary omission, the lack of a Kinect port does render that peripheral useless without paying an arm and a leg for an unwieldy adapter. I used the Kinect for voice commands fairly often and don't want to resort to buying another piece of equipment just to use them (nor is a headset an ideal option).With the 4K graphical assets you should expect your download sizes to be noticeably larger and will fill up your available storage space quickly. With a 1TB hard drive being the only available option currently, you may end up having to invest in an external hard drive.If you mainly use your console as more of an all-around entertainment machine, the One S may be better suited to your needs and deliver more bang for your buck. It's hard to justify the $499 price tag when the One S is $200 cheaper, but if you're looking for the best possible gaming experience without switching platforms, the One X really is the best way to go.Games Played: Forza Horizon 3, Forza Motorsport 7, Halo 5: Guardians, Destiny 2, Quantum Break, Monster Hunter: World, Assassin's Creed: Origins, Gears of War 4

  
"
5.0 out of 5 stars,"









  
  
    
  Great product! If you like Xbox, you’ll love this.I had an experience worth sharing as well: a lightning surge fried my first One X (while it was hooked up to a surge protector). After a phone call or two, I got a replacement for the price of shipping and a week or two wait.Definitely would recommend if you want a gaming console or even just to watch HQ videos. It’s quiet and powerful.

  
"
5.0 out of 5 stars,"









  
  
    
  Probably not a necessary upgrade from a standard XB1, but still a great item to own. Responsive, good update management (you're not installing an update every time you try to use it like other consoles), will allow resume on more than one game, and currently has the best controller on the market.

  
"
1.0 out of 5 stars,"









  
  
    
  Reviews said I would get better graphics than my ps4 and it is 4hd. What’s not to like? Due to poor internet access I have a four hour window to use this machine and Microsoft then demands a update immediately. So the box does what the master says. And I am locked out until it complete. My experience might be better if I was closer to a cell tower but I think not. FYI won’t play movie discs unless connected to the net. Microsoft needs to know all. Goodwill is going to get a early Christmas presents.

  
"
3.0 out of 5 stars,"









  
  
    
  The Xbox had been working well, it was fast, reliable and fun to play. One day I got a startup error, I reset the xbox and nothing worked. I tried the remove everything option, but in a few days, the error popped up again and again. This had happened occurred before 6 months of ownership. I'm disappointed about it's random errors and it cannot be fixed.

  
"
5.0 out of 5 stars,"









  
  
    
  It was worth the wait, graphics on a 4K TV is amazing, surround sound and the Dolby free app.....I'm like a kid in Christmas time, Gears of War 4, Halo 5 and Killer Instinct load super fast and plays flawless..A Christmas must have for any true Gamer!!

  
"
1.0 out of 5 stars,"









  
  
    
  I was a pc person. I kept hearing good things about Xbox.Please stay with your pc. Xbox is the single worst decision in my financial life.The controller is awful, I hate everything about it. The joy sticks on the controller are terrible. Worst reactionary play ever.Basically I bought a 400 plus dollar DVD player. Going to sell it asap

  
"
5.0 out of 5 stars,"









  
  
    
  I was paranoid of ordering this at first as a gift just because of the technical issues people were having with their Xbox and thinking it could be damaged through process and handling since mailmen can throw packages at times. But I am more than satisfied with my purchase. It came in brand spanking new, with Xbox live gold and a game pass. It was well packaged and secured. It came with a remote. It started up perfectly and has been working great since! I recommend to everyone reading my review to give it a chance because every online purchase can have its pros and cons. But this one was definitely all pro! Thank you so much, happy holidays!

  
"
1.0 out of 5 stars,"









  
  
    
  Bought this for my husband for Christmas last year.  Around July of this year the player started melting DVD's and games after only playing for about 15-20 minutes. The player would freeze and wouldn't play. I am not a gamer, so I bought this thinking it would play his old xbox games without issue..not that case, you have to pay online fees and download needed software to get the older games to play. None of this was disclosed anywhere ""I"" could find. Very disappointed in this game console. Guess he will go back to the PS3-4 players. I have reached out to XBox for support and help for refunds and replacement and all I get is ...""I'm sorry, unfortunately, we can't help you, the productivity support time period after purchase has passed.""  Seriously...anyone have suggestions...please let me know..

  
"
5.0 out of 5 stars,"









  
  
    
  I noticed a significant graphical improvement when playing Fortnite and Black Ops 4. Note that you will only see a large improvement in games that developers made with the Xbox One X in mind (Xbox One X Enhanced titles).In Fortnite the lighting was much better with better shadows and dynamic range. The object pre-load range was extended, frame rate faster, and resolution improved. I'm using a 1440p monitor so not rendering in 4k, but even with a 1080p monitor you will see many advantages to using this console.Black ops 4 has much better texture resolution and graphical fidelity.What I don't like is the fan. The fan is noticeably louder than on the original xbox one, which is expected due to the much higher power consumption of the device. However, the fan is annoying because the fan RPM rapidly changes every second. It's not like your typical PC fan which will ramp up to a speed and slowly ramp down when not needed. I think Microsoft does this to quickly slow or quicken fan speed when desired or not needed but it is annoying.The second thing I don't like is that the built in OS takes up 250 GB of the 1 TB drive. That's not cool!Overall this is a no brainer if you game frequently.

  
"
2.0 out of 5 stars,"









  
  
    
  Takes too long to load games, and does too much stuff I really don’t want, but paid for anyway.  It’s basically a computer for your TV.  I have a computer, and it’s a really good one.  If I want to, I can hook my computer up to my TV, so why do I want an XBOX One One X?  I think one of the finest video game consoles ever made were the ones that did one thing well... play games!  Atari 2600, and Playstation, as well as the obligatory NES.  You put in a cartridge, or a CD, and boom!  Games!  I don’t need parental controls, or some kind of interface for my Netflix account, I don’t want to surf the web, or set my XBOX to order more cat-food when it senses a specific timbre in my cat’s meowing.... I just want games, I want them fast, and I want them now!  Updates!  This update will only take 45 minutes!  Would you like XBOX to look up instructions on how to bake something during that time frame so you have something to do while you are waiting to play your games?

  
"
2.0 out of 5 stars,"









  
  
    
  I don't understand why there's so much hype 'bout the new Xbox 1X. Aside from all the supposed processing specs, in terms of real life performance the Xbox 360 was 'Way Better'. Playing games on the 1X has been one of the most frustrating experiences ever on a gaming console.  The 1X is too temperamental.  The wireless controller disconnects much too often and requires too much coddling to get it to reconnect. And the problem is not with the controller as I have tried a different new one where the same thing happens. I think the 1X consoles are defective and Microsoft knows it. They need to try to do something to fix this. Looks like I will be buying a PS4 after all.

  
"
5.0 out of 5 stars,"









  
  
    
  Order the open boxes item from amazon to save a few bucks... I’ve started to realize that when they say open box it just means the box is slightly damaged.But to the info of the Xbox One X... love it! Makes PUBG and Fortnite load super quick and the graphics are stunning. For PUBG the rendering of the landscape is done before you need to jump. You can even tell that a bush is a bush! No more praying that the one object off in the distance you see isn’t a guy!

  
"
1.0 out of 5 stars,"









  
  
    
  Bought one, stopped working after a couple months. Sent it back to Microsoft to be fixed. They sent it back, still broken. Replaced it on Amazon with a new one. The second one lasted me around a year, and then stopped working as well. Long story short, get a PS4 Pro. Side note: I have a base Xbox One from 2013 and it still works perfectly to this day.

  
"
3.0 out of 5 stars,"









  
  
    
  Ordered first console for my son and a month after using it, it died. It would not turn on. So frustrating babease you spend so much money on these consoles that you would think that these companies would have it together. It's just a make as much money as we can from the consumer even though the components are inferior. On the upside, Amazon refunded us immediately and we ordered another console. Hopefully this one isn't a lemon as well.

  
"
1.0 out of 5 stars,"









  
  
    
  I bought a new Xbox because i wanted a new Xbox. The box was open and the controller was used and broken. The RB button was stuck down and i had to take apart the controller and fix it. Buy from Microsoft.

  
"
1.0 out of 5 stars,"









  
  
    
  I received a defective Xbox. Freezes and crashes after starting 90% of the time. $500 piece of trash. Have tried every hard reboot, power cycling, cache empty, file transfer available. Severely disappointed. Will likely switch to PS4 permanently.

  
"
1.0 out of 5 stars,"









  
  
    
  Don't waste your money on the One X. The photo is the current state of mine after Microsoft wouldn't fix the constant crashing and freezing and instead told me to buy a refurbished One X after 18 months. I reformatted it 3 times. Finally had enough and threw it across my basement. Purchased in February 2018.

  
"
1.0 out of 5 stars,"









  
  
    
  I am customer outside the US I should have known better  than buying this console from a seller other than Microsoft but I wanted it fast and paid for two day shipping on top of that. I had a controller from since 2016 that I used on the original xbox one and kept the new one from the xbox one x  recently purchased. To my surprise on Christmas Day I tried connecting the new controller with a battery pack it remained connected only for a few seconds, I used lithium double A batteries same result, then I connected a u.s.b cord from the console to the controller and guess what same result, I concluded after being embarrassed in front of my guests that the controller is effectively dead. The console is working fine so far, but this has never happened to me before and I have ordered three consoles from Amazon and never experienced this problem. I will not be buying anything from this seller again.

  
"
5.0 out of 5 stars,"









  
  
    
  I've only played 3 games of Fortnite since playing this. Download speeds for games are faster, the graphics (at least in Fortnite) are instantly noticeably better, and it feels really smooth. 10/10 would recommend.

  
"
1.0 out of 5 stars,"









  
  
    
  Xbox One X came on time, and thought it worked fine until I tried to play a forza horizon game on it which caused a loss of sound and game crashes making that particular xbox staple unplayable, even after tons of troubleshooting, reinstalls, and factory resets.  But it turns out all nextgen large open world games cause this problem, this is supposed to be the upgraded system. Now I can't progress in red dead redemption 2, really wish I had discovered this console was defected during the return period.

  
"
5.0 out of 5 stars,"









  
  
    
  Wow. wooowwww. The moment you pick it up it becomes clear this is a quality product. Just the shear weight alone you know the hardware inside is as rock solid as its exterior. Insane specs that are instantly clear transitioning from the original xbox one.I made the change, because I game enough it was worth it. 1 TB of memory +2 TB external storage. I practically never need to worry about memory for a while.The screen transitions are so smooth, games like The Division, Ghost Recon, R6 Siege, Battlefield, Gears of War. They all look incredible.I went from 720p with my TV and Xbox One to 4K with a Samsung TV and The X1X and just wow. PS4 people can pretend they have the better hardware but this is literally the best spec-ed console. Outperforms the PC I built for almost 2.2k.Night and Day.

  
"
5.0 out of 5 stars,"









  
  
    
  I couldn't pass up buying an XBO-X with $100 and another $111 trade-in on my OG Xbox One. $300 was a no brainer. The new X has a better controller out of the box (textured vs smooth plastic so it's more grippy). I am playing on a very high-end 1080p plasma set and the graphical increases are noticeable on the enhanced games already in my library. Even though it doesn't let me select 10-bit or 12-bit output for some reason, the colors are still great with the full rbg option on 8-bit.I've tested with Rise of the Tomb Raider, AC: Origins, and The Division thus far. All look great and have that extra level of sharpness/smoothness (due to supersample, AA, & AF), more detailed textures, and better shadows than the OG xbox one. For $300 I think it was a steal. Load times are also better even if marginally.The ONLY regret I have is not having the kinect for voice commands anymore. It was so convenient to say Xbox On/off, Xbox Mute, etc... and not have to power up a controller or walk over and grab a remote for the TV. I hope that feature gets baked into the next generation. It one of those things you don't know you'll miss until it's gone.EDIT: Amazon Trade-In program basically did a bait and switch by rejecting my Day 1 Xbox One trade. I sent it in  packed in the original box and they said it was rejected because the ""power cord didn't work.""  Bullsh*t... It ran perfectly before I shipped it to them and guess what... It ran perfectly when I got it back. Scammed me to think I had $111 credit and turned around and billed me for that amount.DO NOT USE AMAZON TRADE-IN. YOU'VE BEEN WARNED.

  
"
5.0 out of 5 stars,"









  
  
    
  What can I say about this this is pure magic I own the first edition Xbox One and I didn't buy the Xbox One S or anything like that I was hoping that something like this would come out I made the switch from the Xbox One to the Xbox One X and could tell the difference when playing Assassin's Creed origins or any other enhance Xbox game especially on a 4K UHD TV I would advise everyone to upgrade to this it is just amazing the biggest issue I had was setting my TV to True UHD so that the 4K would enable on the Xbox which I just did a simple Google search and took me 2 minutes

  
"
3.0 out of 5 stars,"









  
  
    
  mixed reactions.the 'home' page is cluttered compared to PS3.'home' page is not really 'home'.it's more like 'tent city',cluttered with apps and ads that come and go.the 'edge' browser disappeared the other day.I miss the old PS3 'x bar'.now that was 'home'.bought the 'media remote',but couldn't find the battery cover.there isn't any that you can easily see.there is a microscopic black 'arrow',nearly invisible on the black case - voila.and the buttons are 'low profile',vanishingly low, hard to feel or locate without looking.I missed some Xbox fine print.where it says this 'free' gamewill cost you $9.99 per month,you have to join Gold something.(I flunked 'reading fine print' in school)

  
"
1.0 out of 5 stars,"









  
  
    
  I'm not a sonyboy but this system cannot be compared to PS4 Pro in regard of smoothness and responsiveness. The main menu is slow and complicated. Microsoft always makes glitchy operating systems no matter what. Watching 4k movies is a big hassle. During 2 different movies the system froze at least 5 times without any way to get around the glitch unless you hard reboot it. My suggestion to you - if you had previously been playing PS4 or its Pro version, then you are gonna hate this system and return it back.

  
"
5.0 out of 5 stars,"









  
  
    
  Shipped quickly. Arrived in good working condition. Has seen a average of 20 to 50 hours of use per week for the last 3 months without any problem. With and without a 4k television the upgraded graphics and preformance are noticable. I wasnt sure if I was going to get more for my money, but after focusing on xbox one enhanced/4k games and streaming services I am very satisfied with my purchase. If you are a xbox owner considering the upgrade, and youre committed to the console for the forseable future, buy. PUBG, Monster Hunter World, Netflix, and many other enhanced features/ titles are much more enjoyable in contrast to their standard xbox one versions.

  
"
3.0 out of 5 stars,"









  
  
    
  The controller is awful because it loses connection if you are more than 3 feet away! They say it's because of my wireless router BUT WHY DOES MY OLD ""DAY ONE 2013"" XBOX ONE CONTROLLER WORK FLAWLESSLY AND WHY DOES THE ROUTER INTERFERE?! ROUTERS ARE EVERYWHERE NOW! But besides that it is still a xbone nothing great to really say. Better graphics and seems to be smoother game play but for the price I'm disappointed. Playstation still has a more solid system. I bought this because the optical drive in my old xbox one went bad just like with my really old xbox 360. Never had to do that with my playstations! PRAISE SONY!OH but the 1 good thing is that you can transfer game data from external drives to the internal drive with no issues and it's very easy to figure out so at least there is that.

  
"
5.0 out of 5 stars,"









  
  
    
  Nice game console. Purchased used but looks new. Everything was included and works perfectly. Warehouse deals have been consistently good and I have been buying many items used. I did need to update the xbox and controller. It is possible the person that previously purchased it didn't know that the controller needed to be updated before it could be used ( plugged in by USB, updated, then connected to Bluetooth). It has been used almost daily and is working perfectly.

  
"
5.0 out of 5 stars,"









  
  
    
  I've been an Xbox user since day 1.  This Xbox to me represents a massive improvement over the S.  Increased speed in loading is definitely noticeable.  The higher resolution and HDR on compatible TV's is RIDICULOUS.  Get ready for gaming that blurs the lines on VR without a VR headset.Playing the new Forza with the lights off and looking through a windshield doing 100+mph in the rain never looked so good...so real.Another thing I noticed right away is that it is whisper quiet.  I mean, like you can't hear this thing doing anything...I don't think I've even heard a fan yet.My only knock, is the 1TB drive will get eaten up real fast with these dang games and game updates...seems like they could have gone 2TB.Lastly, make sure you have some fast internet.  The updates to the console and 4K games are immense.

  
"
4.0 out of 5 stars,"









  
  
    
  The Xbox One X really just looks nice. I love the matte black finish and modern design. As for performance, it's the most you can get out of a console right now and makes for the perfect all in one media center. It will have all the apps you need, play all of the DVDs/Blurays/4kBlurays you like, and give you a nice gaming experience with a solid game library. Not as good of a selection as Steam on PC, but it's still plentiful with a few great exclusives such as Red Dead Redemption 2.I gave it 4 stars due to poor quality control. My Xbox One X was fully functional but had a defective fan. It was oddly loud at idle, producing a grinding sound that I could hear from across the room. Definitely a bad fan. I question the longevity of an Xbox One X and the quality of the fan. I would hope they would use a quality, reliable fan in something that couldn't function without it. That said, if your even a little tech savvy the Xbox One X is super easy to disassemble and work on. The fan would be simple to source and replace.

  
"
5.0 out of 5 stars,"









  
  
    
  I ordered this for my fiance to replace his Xbox One. He absolutely loves the One X. I like it too for watching movies. Blu rays look way better even on our non-4K TV, however I'm looking forward to getting a 4K TV now that we have the Xbox One X. As far as gaming quality he says that he hasn't come across any issues and the new COD looks really cool and doesn't lag. It costs a lot, but I think overall it is worth it since we will be using it for a long time.

  
"
1.0 out of 5 stars,"









  
  
    
  Couldn't even run Halo: Master Chief Collection without crashing and requiring a complete system reset. Guaranteed scam Xbox, most likely containing Chinese internals.

  
"
1.0 out of 5 stars,"









  
  
    
  The system is impressive when it works... I've had the xbox less than a month and have problems. I'm not sure if it is my controller or the system but even though the light on the controller stays on it frequently disconnects. I've tried following the different helps I could find and nothing has worked so far... Everything, including the controller, have the most recent updates. Needless to say this is ridiculous for a system I've had less than a month.

  
"
1.0 out of 5 stars,"









  
  
    
  Update: ok apparently it’s not just my case. There are multiple cases complaining about it. Check your warranty once you received it!It’s a gift for my friend so when he opened it for the first time, it has passed the 1-month replace time form amazon.The problem is, when he tries to open it second time, it doesn’t work. There is no output from the Xbox.Ok COOL. So we tries to ask for help from Microsoft. The funny thing is, the warranty has expired! And we find a label on the back of machine saying that ‘service date 2018-04-05’ which might confirm that it is a refurbished machine!Holly cow, I paid for a new machine instead of a refurbished machine with defect! They(amazon or Microsoft or both) are deceiving their customer!Guys, take my word, no matter if it function well or not, check your warranty period on the Microsoft website once you receive it, if, you have to buy from there.

  
"
5.0 out of 5 stars,"









  
  
    
  I had purchased a One S when it first came out and wanted the One X when that came out cause of its high specs, finally bough it on black Friday for $399 and am totally happy with my purchase! I noticed a significantly higher difference in graphics between the two machines while playing Red Dead Redemption 2, love this one x so much! Still kept my one s, just moved it out to my loving room. Awesome machine, very powerful!

  
"
3.0 out of 5 stars,"









  
  
    
  I REALLY like this XBOX. It is leaps and bounds ahead of my old XBOX 1. It's getting three stars because of the chincy, cheesy power cord that came with it. When you spend this amount of money on an item such as this you would expect the peripherals to be high quality as well. The power cord is so cheaply made that it just falls out of the plug on the machine. Fortunately I had a spare that plugged right in. When you inspect something like this and one of the most obvious components fails, it makes you wonder what else is wrong with it. When I drop a huge amount of change on something I expect a quality product. Obviously someone was sleeping at the quality control department.

  
"
5.0 out of 5 stars,"









  
  
    
  This thing is a monster. I load in astronomically faster to games and lobbies than any of my friends, and I can noticeably tell the difference in how well games run on this console. It is a must have for the console gamer trying to increase performance and increase satisfactory gameplay!

  
"
1.0 out of 5 stars,"









  
  
    
  Ultra disappointed in the Xbox one X.  Unit will lock up every 30 seconds to a minute.  Most games will not even open.  Every few minutes the unit will shut down due to overheat errors even though the console is in open air and well ventilated.  I have sent this unit back to Microsoft and they send it back claiming the unit is fine and all the diagnostic tests they run check out fine.  I ended up buying a normal Xbox one (Not the X) and it works just fine.  Never had it lock up once.

  
"
5.0 out of 5 stars,"









  
  
    
  Very nice console and the X Box One X enhanced games on a 4k TV really look as good as anything I've ever seen.  This box has plenty of storage and loads faster than other consoles, although the new games are big and take a good while to load (Star Wars Battlefront II for example).  Forza looks amazing on this console BTW!I've unhooked and took this on a family trip over the holidays and now back home.  It works perfect and the whole family, young and old, thoroughly enjoyed this version of Xbox!  Weighs more than I thought it would but feels very solid.  Can get pretty warm out the back of this unit.I highly recommend unless you are worried about leaving very old games behind.  For that, go on MS website and check for compatibility first.  I've ran into a few old games that will not play on this unit.The blu ray and 4k drivers also work great and we've enjoyed watching very high 4k resolution movies.

  
"
5.0 out of 5 stars,"









  
  
    
  I’m beyond happy I received the product on time and I loved it. That image is 4K and I love it . Worth the investment

  
"
5.0 out of 5 stars,"









  
  
    
  Played with the regular XBox One S for a while and I thought that since the X runs in 4K, that the actual performance would be the same or even slower.  But no, it's actually faster in all respects, and is in 4K.  The first XBox One X I got had very bad coil whine.  If yours does, exchange it!  My new one has a very quiet fan sound but nothing like the whirrr it used to have.

  
"
5.0 out of 5 stars,"









  
  
    
  If you have the extra cash than buy it. I have a 1500$ PC and it can run some games at 4k, all games at 1080 ultra. The reason this console can do it with ease it because its had a lot more optimization. All my windows games and Xbox games run at 4k with ease. IDK how they did it but they did, and for just 495$ For 495 you won't find a 4k machine.

  
"
5.0 out of 5 stars,"









  
  
    
  The graphics on the Xbox One X Enhanced are phenomenal, and smooth. Gameplay is also smooth even with the most demanding of the newest games out there. I love this console.  The only thing that would make it better right out of the box would be to have an SSD and Bus that supports faster data transfer rates, instead of a standard hard drive. Installing a game onto the hard drive is slow and painful, and game loading can be painful as well.  Better data transfer rates would have made both of these more bearable.  My workaround is to launch a game, and then I go get a drink and snack.  By the time I get back, the game is ready to play, and so am I.

  
"
2.0 out of 5 stars,"









  
  
    
  We bought this in April 2020 (for $323 it's now much more). It's having problems where it turns off randomly.  We went to our Microsoft account to try to get it serviced. To find that the warranty expired in October 2019 - 6 months before we bought it! That's crazy.  I bought it new, I expected it to come with a normal warranty.  It worked fine until this past week. The seller doesn't control the quality of the hardware, it's not their fault it's having this glitch. The seller does control selling it with an already expired warranty.

  
"
1.0 out of 5 stars,"









  
  
    
  Worked fine for a week. Then it won't turn on. Do not buy, I know its cheaper than other versions but that's because it's an old faulty version of the console, or it's used. Going to return and get an Xbox directly from Microsoft, at least then they will fix it for me.

  
"
4.0 out of 5 stars,"









  
  
    
  Got this for $374 using Prime. A big upgrade compared to the Xbox One S model. Works great with my Vizio 4k 50"" with HDR and 120hz refresh. Games start up faster, load times are shorter (internet-300mbps dl speed). Movies (DVD, Blu-Ray, 4K UHD) and streaming look great.Still the same complaint as always with Xboxs... no built in rechargeable batteries. Come on Microsoft, get your head out of the clouds, and upgrade the controllers!

  
"
1.0 out of 5 stars,"









  
  
    
  Set everything up and was working fine for a few days. Then out of nowhere it would connect to the internet even tho it was hard wired in. Woildnt let me sign in my account and kept freezing when I tried to start a game.  Had to factory reboot twice. Returned to amazon and got a new one from eb games.

  
"
