stars,comment
5.0 out of 5 stars,"









  
  
    
  Great game console for the price will give each and everyone in your family endless hours of entertainment

  
"
5.0 out of 5 stars,"









  
  
    
  I'm not going to turn this into some crazed review or war with the Xbox clan, plain and simple, this machine is the best one yet!! The graphics are ridiculous and often times jaw dropping, the game play is so fluid and perfect, that you can get lost in virtual world so easily! Sony put some thought into this machine and it has been worth every penny I have invested. So simply put, its an amazing system and you will not be disappointed and if you are then, you already had issues and no one here can help you with those.

  
"
5.0 out of 5 stars,"









  
  
    
  My husband was skeptical about buying the PlayStation through amazon. But I went ahead and did it since Amazon was the only company who at the time was selling it. When we received it,we were sooooo excited to finally get the PlayStation 4. The graphics on it are so much better than anything else. The ease of use on it is wonderful. No exhausting updates like the Xbox. We are extremely happy with the PlayStation 4.

  
"
1.0 out of 5 stars,"









  
  
    
  The controller provided with this device is beyond faulty. The headphone jack doesn’t connect properly, and the controller vibrates constantly even when not being used. If it is switched on or connected to power it will vibrate at high speed even if untouched. This only stops when it is turned off. I live in a remote town and would like to know how this can be replaced with a controller in working order.

  
"
5.0 out of 5 stars,"









  
  
    
  Why i chose 5 stars:  The console came on time, unopened, and it functions perfectly.  I feel for the people that got the ""Dead on Arrival"" models - that's terrible.  Luckily, I did not get one of these.Pros:- The controller gets the ""most improved"" award.  Awesome.  the joysticks have less movement range but greater resistance, allowing for the system to interpret smaller movements as greater distances even though they don't move as far.  Really helps with precision.  Ever try to whip around and aim at someone but you move too far?  it's easier to control now.- Easy to switch between games and other apps.  You can download while playing/watching other apps and games now, so this is a great improvement as well.- All digital.  I don't need to go to a gamestop and have some smelly turd try and sell me a strategy guide.  EVER AGAIN.- Crisp graphics, native 1080P.  I dont have an Xbox thus cannot compare, but I've been told it only has 720P.- Can download a plethora of games at once.  Need to update one while playing one, or update two at once? No problem.Cons (nothing major!)- No idea if I'm doing the PS3 > PS4 game switchover correctly.  I'm downloading COD for $9.99 as we speak.  Will the PS4 somehow know I already own the digital PS3 version?  Am i wasting several hours waiting for this to download?  Who the heck knows.- I've been fidgeting with the console for a while, can't tell how it should sit in my entertainment center.  It's a rhombus, i mean, it's hard to make it look good in there.- I was hoping for some kind of FAQ onboard, but I have no idea what I can do, and what i cant do.  can i pause downloads to make one download go faster?  doesn't look like it so far.  If i start netflix, will my download pause?  Nobody knows.- The headset it comes with is garbage.  You spent years developing this console, and that's the headset you ship?  The ps3 blutooth headset it far superior to the wired mess they give you, so I'm going to see if this pairs.Tips for your own purchase (or things i would have done differently):- Make sure you have plenty of cash for games, PSN, and a decent TV.  I dont recommend getting this puppy ""half-assed"".  You'll want to have $50 for a year of PSN (~$4.00 per month), ~$120.00 for at least a few games, and make sure you have a native 1080P tv.  Really, youre spending ~600.00 to get this baby up and running full steam, with 2 games.- Charging dock looks cool but thus far has proven unnecessary.- Make sure you hang onto your PS3 discs that promised PS4 carry over.  You NEED to put the PS3 disk in to have the game carryover to PS4.  If you got the digital version, i dont think this is necessary.- Be patient when inputting text.  If you were a PS3 user, you'll be used to pressing ""Start"" when done.  Well, now ""enter"" is actually R2.... I've accidentally erased a long text entry because I forget R2 is ""enter"", a few times now.  be patient!Goodluck and happy gaming,- MoistGamer

  
"
5.0 out of 5 stars,"









  
  
    
  great graphics and game selection and even more to come down the road.  wish they had included youtube with the online streaming services but I assume they will add that eventually.The menus are streamlined and easy to navigate and the controller is about even with the excellent xbox controller, which is a huge improvement from the dualshock 3.The game i have for the ps4 right now is battlefield 4 and the addition of 64 player maps to that game is something I've hoped for for a long time.  Cant wait to play the next MLB and Madden games when they come out for the PS4.

  
"
2.0 out of 5 stars,"









  
  
    
  Item was in good condition starts up however in the description it said it may be mixing the original box and downloadable content they did not mention that it didn't come with a controller or HDMI cable

  
"
5.0 out of 5 stars,"









  
  
    
  This console is very good, Just like the Xbox one and yes I own both. Each console is set for each certain group of gamers. I have my Xbox one and play Ryse son of Rome while watching Impractical Jokers ( Loving the snap Feature ). But the Ps4 and more of a Hard core gaming console pushing that 1080p and a lot cheaper than the Xbox one.The Ps4 is worth getting because well the price is very cheap and that is good in this day age, And the graphics it can push out are Amazing and do not get me started on the Ps4 Camera. Overall its a good console and so is the Xbox one as well.The Xbox one is more of a laid back Gaming console, I never feel like im going hard at a game unlike when im playing Bf4 on my Ps4 and those 1080p Graphics are hitting me!.Anyways the point is, To me the Ps4 is for hard core gamers while the Xbox one is more of a laid back console that you will use for your daily life.

  
"
5.0 out of 5 stars,"









  
  
    
  I waited a few months before purchasing the PS4, hoping the price would come down a bit.  Then, I found one on Amazon from a 3rd party seller that had a ""Used, like new"" one for $440.  So, I decided to take the plunge.I had read the new dualshock4 controllers were larger, and I completely understand why - for my smaller female hands, the dualshock3 was a perfect fit, but I watched that controller disappear in the hands of some guys.  So, I was a bit apprehensive that these new 4 controllers would be too large for me.  Not so.  In fact - I find them quite comfortable.  I love the new touchpad as well.  Just takes a little getting used to.  Especially since I still play the PS3 games more often.The 4 boots up, connects to internet, PSN, Netflix and games load nearly instantly.  Love the WiFi feature as well!The only drawback that I can see thus far is there currently aren't a large # of titles available just yet for the PS4, but since I'm using it for movies, internet browsing as well as games, I still use it quite frequently.  I notice new games coming out frequently for the PS4, so I'm sure the library of titles will grow soon enough.My TV only supports 2 HDMI devices, so I had to decide which device to unhook - my cable box or my PS3, so I unhooked the cable box connection by just taking out that HDMI cable from the back of the TV.  Since I can watch movies on Netflix, and I still use my PS3 more than the PS4, it makes more sense at this stage.  I know many others are faced with this same dilemma - not enough HDMI ports on their TV's.  It's easy enough for me to reach behind the TV and change the HDMI cables out, but for those who don't have such easy access to the back of their TV's, it will be a harder decision.  I thought of moving my PS3 (or 4) to another room, but decided that having all the gaming in 1 room made more sense, for me anyway.Some may still want to wait until there are more titles available, or the price comes down a bit.  I don't think the PS3 is going anywhere anytime soon, so there is still plenty of time to make that decision.I'm very pleased with the PS4.  I like it's slim/sleek design, the ""standby"" feature - which allows you to charge your controllers but not have the unit ""on"" completely.  There is a software power control feature - which I think is nice as well.  As soon as you insert a disc - it powers on, then (from the menu) you can remove/eject a disc and either put it in stand-by mode or power the unit off completely.There are many new features I haven't even gotten into yet - facial recognition software, PS4 camera, bluetooth, etc.  But I look forward to utilizing all that the PS4 has to offer!

  
"
5.0 out of 5 stars,"









  
  
    
  I like this console way better than the PS3, its menus are a lot smoother and going to the playstore is even a lot better. Not a bunch of load times like it was on the PS3. Only problem that I have is the controllers battery life is not ass good as it should be and the lack of games but the games will come in due time. The graphics are better but not jaw dropping and the blu ray looks even better on this console. I like this console and if you are a gamer I highly recommend it.

  
"
4.0 out of 5 stars,"









  
  
    
  Like corporations that sincerely care about their consumers, Sony has done a stunning job with their Playstation 4 by learning from their mistakes and listening to their target audience (gamers). By doing thorough research on next-generation consoles, I now personally find Sony's intentions of making an amazing machine to be honest at heart. Apps like Netflix and Amazon prime work flawlessly and can be used with or without a Playstation PLUS membership (which, with free games and discounts is a great deal itself). Without a doubt I'd give the PS4 5 stars, but nothing is perfect. My only minor complain is the interface, which could use a bit of work. It's a tad cluttered into one section while the others are hardly ever touched. The system itself thought is incredibly powerful, and it is clear that they did all they could to make it so for its affordable price. Its design is beautiful, light, thin, and black throughout. It wobbles a bit when placed horizontally but trust me when I say this insignificant ""flaw"" (for lack of a better term) will not bother you. The controller is comfortable and intuitive and the games, though limited at launch, are stunningly beautiful in native 1080p and are only going to get better. Sony definitely delivered.

  
"
5.0 out of 5 stars,"









  
  
    
  Absolutely love it. Has been flawless so far since day 1 when I received it after I was 1 of the 1st to pre-order it as soon as I heard about it, It has a better design than my PS3 original curved top system. With the new update as of 5.1.14 its even better with share factory & the ability to turn DHCP off so you can record longer gameplay. I've always been a PlayStation kinda guy. It's a little better than the competitions system in memory speed only, it gets the job done fast, does everything a reg computer does, & is a little more geared towards games & not the entertainment center catch all. What's not too love

  
"
5.0 out of 5 stars,"









  
  
    
  SECOND UPDATE!After two weeks of paperweight, IT WORKS!UPDATE!None of my micro usb wires work with this.  I am angry and frustrated... But the consoles themselves are great when working... I guess...Well... it turns on... and none of my two controllers connect to it...  sigh.

  
"
4.0 out of 5 stars,"









  
  
    
  Ps4 is a great system but it's not a must buy yet. There are great games to play but you can play them on the ps3 also, except for infamous second son. The system looks great, runs smooth, and it's very quiet. The controller feels much better in the hand, than previous PlayStation controllers. The light on the controller gets annoying after a while because it reflects Light on the screen, there is no way to turn the light off at the moment, maybe with an update that will become an option. I been playing MGSV, that runs super smooth and using the companion app works well together. Great system, not enough games, I still play my ps3 more than the ps4.

  
"
5.0 out of 5 stars,"









  
  
    
  While waiting for my PlayStation 4, I read into research of the many hardware failures that occurred around launch. So, I did go in with a little bit of panic, but after being told by Sony that they released a second generation of PS4s, I felt more at ease with the system, and come delivery day, I hooked up the console, did the mandatory updates, got my profile set up, and it works like a charm.The only major complaint I have is that there aren't many games out for it, which is normal for a standard console launch, but it's nothing I take points off for. I have my system out in the open and well ventilated, and if you have to ask if I'm a fanboy, the answer is no. I go with the console that suits my needs as a gamer, which I think the PS4 can do. The 1080p/60fps is a bonus incentive to have a PS4.If you're going to get a new console, not speaking as a fanboy, but as a gamer, go with Sony, because I can assure you from my experience that I've had no problems at all with the system, and it's worth the money, even if you wait until the holidays to get one.

  
"
5.0 out of 5 stars,"









  
  
    
  If only more games had been released. I have most of what's out. I'm salivating over what is to come. I just wish they had timed it better. I still have not received a good enough reason to get the camera. but overall it's a very sleek looking, smooth playing, machine. I bought this thing as soon as the pre order became possible. Thank You Amazon. There is a lot good features but until their store is more developed or they release more games they will go untapped. For the money your are getting an awesome game system/ dvd/ bluray/ 3d bluray hard to beat.

  
"
5.0 out of 5 stars,"









  
  
    
  I was a little worried I would end up getting one of those bricked systems, but luckily my system works fine. The UI is taking me a little time to get used to, but its pretty fast.Played Resogun once I got everything set up and that game is awesome.I feel like you have a lot more control over the features than the previous generation.Being able to choose to have my controller charged while in standby mode is a nice added feature.The footprint is smaller than my launch PS3, but I like that right out of the gate you get 500 GB storage, although I'll problably upgrade that to 1 TB in the future.It does seem to run a little hot, so make sure you put it in a well ventiilated area.

  
"
4.0 out of 5 stars,"









  
  
    
  Love the system.  Would have liked more than 2 usb ports for attaching controls/ect.  With only 2 it limits how many devices I can attach at once.  Also because the camera is proprietary and there is not an extension cable available it limits placement.  The 3D/picture quality, 7.1 sound and overall navigation is great. I would have given it 5 stars if the camera port was not proprietary.

  
"
1.0 out of 5 stars,"









  
  
    
  the original model is pictured but i received a different model. system could be fine, its been working okay so far but im definitely a little uneasy receiving an expensive piece of electronics and its not exactly what you led me to believe. update the picture/description to staye what model youre selling and ill ukdate my review to be more accurate.

  
"
1.0 out of 5 stars,"









  
  
    
  I purchased this PS4 in February 2017 and it died in August 2017. I'm very disappointed, I'm military and I was using this PS4 for entertainment with my colleagues whenever we had some down time.

  
"
5.0 out of 5 stars,"









  
  
    
  2/20/14I'm really pleased with the performance of the PS4 so far. I was really worried about the infamous blue-light of death I've heard many people talk about, but I've used the PS4 multiple times in the few hours I've had it, and it always responds well. I hope it continues to do so. The mechanics are great, but I've yet to experience the gaming greatness.I don't have any games for it so far. The only thing I've done so far is link my Amazon Video to it, but I intend on getting some games soon. My main interests are in Assassin's Creed Four and Battlefield Four. The latter is particularly exciting for me. I'm going to get PS Plus so I can play the multiplayer. The 64-man madness is something I've been anticipating for a while, and it is simply too good an opportunity to pass up. However, I am going to attempt to be patient and wait a little longer to get BF4 since I understand there are a lot of updates needed to make the game a better experience. So, I plan on getting started on Assassin's Creed in the meantime. I understand people are upset with the dearth supply of games, but it's been only three months since the launch. Building a diverse shelf will take some time, but I'm not really worried about it.Some great games are just around the corner. Watch Dogs is a game I anticipate when June arrives. Another game I'm really looking forward to is Middle Earth: Shadow of Mordor. It does not have a release date yet, so I cannot honestly say this will come out any time soon. However, the AI for the game sounds fantastically challenging. Murdered Soul Suspect, Evolve, and Final Fantasy XV are all games I also really want to try. Another tentative yet awesome announcement is Red Dead Redemption 2 (or RDR three to those who've played Red Dead Revolver). I just recently learned it is being made, but I imagine it won't be released for another year. Anyway, these are just a few of my personal in-the-waiting favorites. I'm sure the PS4 will definitely grow a diverse selection of games.In the end, I am really looking forward to testing the PS4's full power. It's going to be an exciting new chapter for Playstation. I can't help but express my bias by giving this a five-star rating. I really enjoyed the Xbox 360, and I'm sure the Xbox One is also a great product. Yet, I wanted to stick to a platform I'm really familiar with, and the Playstation has been my life-long companion.2/22/14I've ordered Assassin's Creed Four and I anticipate it will arrive very soon. I've still only been able to use PS4 for simple things like Amazon Video and Crackle, but it's still handling well. It remains problem free, and I've explored most of the console's features.I like the continued use of the main task bar. I'm used to the theme-oriented backgrounds made available on the PS3, so the lack of customization and personalization is somewhat depressing. However, even if this isn't changed in the future, I'll be fine with it (although I suspect some changes will be made).I should mention to prospective buyers that you cannot add music from an MP3 player or CD to the PS4. I find this to be a significant loss. I had thought this sort of thing would transfer over to PS4 since it would reinforce the versatility of Playstation consoles, but I am hopeful this will change. According to an article on Eurogamer.net, this will likely be modified in the not-so distant future. I imagine other sort of personalizing features and apps will be added to the PS4 over time. If these are things you look for in a gaming console, you may not want to buy it right now.  The lack of UI customization is linked to Sony's primary efforts to create a platform oriented primarily for gaming, so we'll see what will become of the UI in the future.This is probably the most notable deficiency I've noticed for the PS4, but I still think the quality of the PS4 UI at this time is really good, even if it isn't entirely optimized. Overall, I am still very pleased with the PS4. I anticipate it will be a permanent item on my TV stand.3/01/14I got Assassin's Creed Four a few days ago, and I love it. The look and feel of it on the PS4 is nothing short of fantastic. The processing power of the Playstation Four really pulls out the minute graphic details and creates a smooth image. I really don't have much else to say until I've played it a bit more. I also decided to get BF4 given the price reduction and the player appreciation for the entire month of February. It is also runs well on the PS4 and looks absolutely stunning. Check out my review on it if you wish. The PS4 is still running well and I am extremely pleased with it. This is all really have to say for now.

  
"
5.0 out of 5 stars,"









  
  
    
  Only had this for a week after waiting for months to finally get one. The system is nice looking and stylish, has plenty of storage (500Gb) and is as you would expect a new system to be from Sony. The games are limited for now, but Assassin's Creed Black Flag is good and the graphics in Kill Zone are great! The only thing I noticed so far that I did not like was that it only seems to have HDMI out. I may be wrong, but I like the options that the PS3 had for outputs. Over all though this is a great system!

  
"
5.0 out of 5 stars,"









  
  
    
  The PS4 ahs the potential to be a truly great system.  The graphics are top notch at 60 fps and I really like the user interface.  A few things could be improved on the interface but that will come with time.  There aren't a ton of games out yet, but 5 star review is for the hardware/OS not the games.  The games will come with time.The new controller design is much better than the PS3 controller.  I feel like I can play FPS now on my Playstation.  I also prefer it over the new Xbox One controller.

  
"
5.0 out of 5 stars,"









  
  
    
  just got mine about 10 days ago and I like it so far......""MLB The Show"" keeps me locked onto this system.......The new PS4 seems to be faster than the PS3..........The unit arrived VERY FAST......and I should add that AMAZON was virtually the only place to buy a ps4 without waiting at least a couple of weeks at the time I purchased my ps4......

  
"
5.0 out of 5 stars,"









  
  
    
  Its Sony and they are the Best there is at what they doand in video game consoles there is no one better.Ive had this system for years now and it just gets betterand better every day. I have no complaints and I love my PS4

  
"
4.0 out of 5 stars,"









  
  
    
  Overall, a very good system. Didn't run into any problems with setup. I was able to set up my PSN account, and Twitch account, and I was playing/streaming Killzone within a few minutes of powering on.Pros:- New, smoother interface- Can install games while playing others - also automatically starts installs disc games when you insert them- Can multitask a bit (going from a game to the main interface is now seamless, and you can browse the PSN store/music without quitting)- You can play game audio from headphones attached to the controller! (great for playing at night)- Super easy to setup streaming- Impressive graphics, especially Killzone, Resogun- The machine looks cool, especially the light bar- Controllers use a microUSB charging cable now, which are much more common nowadays thanks to Android phonesCons:- The Dualshock 4 battery life is about 1/3 of the Dualshock 3- The thumbsticks are really sticky/tacky and make my thumbs feel weird after playing for a while.- You can't use custom wallpaper, and for now there is only 1 themeThose are only minor issues, and I've only taken off 1 star for them. I am extremely happy with my purchase

  
"
5.0 out of 5 stars,"









  
  
    
  I ordered this a week before Christmas. It came just on time!! My boyfriend loved it and it seems to work fine. There was an issue with the Call of Duty game. The console freezes and has to be reset. I did not get this game from Amazon or this seller; but from my understanding it is a glitch in the game not the system. With other games and features it works just fine. Great investment to keep the boyfriend busy for me time.

  
"
1.0 out of 5 stars,"









  
  
    
  Worked well for about a month and then it started overheating. The PS4 does not work for more than a few minutes at a time. Since it is out of warranty and the return window is closed, I'm out of luck here. I have tried opening it up and blowing the dust out, that only slightly helped. It fails over and over. What a complete waste of money. I have since purchased a new unit under warranty from Best Buy. I wasted $200 trying to save a buck. I am 100% not satisfied with this order.

  
"
4.0 out of 5 stars,"









  
  
    
  Just a heads up, I own both this and the xbox one, along with the 360 and ps3.The system is slick, the visuals are great. Controller is still not as good as the xbox controller, but I do think they went in the right direction. It's a plus that they decided to keep an internal battery in the controller. I hope more games start to use the little touch pad but we'll see.Have had this system since launch and I was lucky to be one of the ones that did not have a disc drive problem. To be honest there hasn't been too many exclusives for this system. Second son was pretty good but I wouldn't consider it a system seller. But the few games that I have played have looked GREAT. I don't think there's much of a jump from ps3 to ps4 as there was from ps2 to ps3, but that should change once developers start trying to get everything they can out of the system.Price is very good at 400, one of the reasons I think its outselling the xbox one right now.If you plan on only getting one system the only thing I can tell you is that if you were a ps3 fan, go ahead and keep rolling with sony.

  
"
4.0 out of 5 stars,"









  
  
    
  The console worked perfectly when I first received and it kept working over the weekend. What I experienced while it was working was great. It was fast, I never had any issues with long downloading times - in fact, even though it is launch week, it was still faster then on the PS3 and XBOX 360. So even though there isn't many options for good games yet, I was still very pleased with it.But today when I tried to turn it on I had the blue flashing light and no audio or visual signal was reaching my tv. When I called playstation customer service, I did have to wait about 15 minutes on hold but the service agent was very polite and over all the customer service was excellent. I will be sending my PS4 in and they will be sending me a new one.So, over all, even though I did get the crappy blue light, when it works this is a great console.

  
"
5.0 out of 5 stars,"









  
  
    
  I've had my PS4 since Dec 10th now and all I can say is WOW.  The UI is on point and easy to navigate.  It only takes secound to jump from application to application unlike the PS3.  The graphics are great considering how early on it is into the PS4's life.  I cant wait to see what the games will look like 2-3 years down the road.  I'm super happy that I waited until I found one of these instead of giving up hope and jumping ship to xbone.  The new controller is also amazing and feels 10x better than the DS3.  If you're on the fence about the PS4 or the Xbone look no further!!

  
"
1.0 out of 5 stars,"









  
  
    
  Did not address the problem the PS4 have on the description,but gave a note stating that the eject button did not work well and had problem. Also the controller didn’t work that was not stated in the description even state that in the letter .This is not a great price for a great device. Sorry but worst experience I’ve had with this seller.

  
"
4.0 out of 5 stars,"









  
  
    
  Performs without any trouble, only downside at the moment are lack of games and lack of many features that existed in the previous generation, local audio\video playback, DLNA support, All of which might be fixed in the future with software updates.Getting PS Plus annually is highly recommended as starting from July 2014 it'll be two free games every month Guaranteed. SO you get 2 games for ~$5 a month.If you want to sweeten the deal throw in the new Vita bundle for $200, then you have PS4 remote play plus another 2 free games from plus.All in all a fantastic entertainment package. Very much satisfied

  
"
5.0 out of 5 stars,"









  
  
    
  Its a awesome review because I bought this because I had a Xbox one and the system was crap when it first came out so I traded it to a game store and waited till the ps4 was available and I got it as my birthday gift. Well worth the money plus psn membership was the better then Xbox live. Please don't think Im just a Sony fan boy but also a Microsoft and Nintendo fanboy but the 2 next gen TV consoles are not worth getting.

  
"
1.0 out of 5 stars,"









  
  
    
  Had one of Amazon's employees tell me that the warranty I got was for ""defects only"". My PS4 slim had a nasty fall and when I called Amazon, the representative was like, ""the extended warranty is for defects only"" and I was like, the warranty clearly said  accidental damage. We went back and forth and to no avail, I ended throwing the entire unit in the trash.

  
"
4.0 out of 5 stars,"









  
  
    
  I am very impressed with The PlayStation 4.  The controller is a great step forward from the Dualshock 3 and the console looks very slick.  The performance seems very impressive and the graphics look stunning.  My main problem with this console is that it is not compatible with games from previous generations of the PlayStation.  Big drawback for me because I would like to go back and play some of the classics.

  
"
1.0 out of 5 stars,"









  
  
    
  I purchased this refurbished “very good” PS4, and when it came in the mail it was physically beat up and damaged. Lots of scratches and dents. It also came with old accounts still active on the PS4, and was turning on by itself... it would also go into “rest mode” while I was in the middle of a game. I wouldn’t recommend purchasing. I will be returning this PS4

  
"
5.0 out of 5 stars,"









  
  
    
  It's the best generation so far. I got this a year after it came out and so far I like it.

  
"
4.0 out of 5 stars,"









  
  
    
  I ordered a PS4, got a slim.  That's the only complaint.  Haven't had any performance issues.

  
"
5.0 out of 5 stars,"









  
  
    
  PS-4 was as presented and I am satisfied with the price. Arrived without the needed cables BUT upon contact the seller apologized and sent the cables by priority mail I am quite happy with both the product and the seller.

  
"
5.0 out of 5 stars,"









  
  
    
  Beautifully crafted, gorgeous OS, smooth transitions. This system is by far the best one made to date. The experience is worth it even to an avid xbox player. I highly recommend this console to anyone. The controller feels so light yet makes great contact with your hands. The triggers feel much nicer than previous versions and the digital joysticks have resistance to give you a lifelike feeling of pushing forward. The only downfall is the battery life of the controller, a little short for my liking.

  
"
5.0 out of 5 stars,"









  
  
    
  Wow... the PS4 to the PS3 was a night and day experience.  I have been very impressed in my short time owning this machine.  Not only ar the graphics way better, the gameplay, sound etc are great.  In addition you can exit a game to do other things like go to netflix, but the game is still ready to play.  It multitasks now. There are so many more things you can do with this game station, that I havent had the chance to try... very excited.

  
"
5.0 out of 5 stars,"









  
  
    
  The system is very nice! The UI is intuitive and incredibly easy to use. Its fluid and very fast. Its a MAJOR improvement on the XMB on the PS3. The game loads instantly and the mandatory download for a disc takes just a minute to install so you will be playing the game before you know it. I still notice some responsive delay on the store though but this could be fixed with an update. The video apps works really well although the keyboard on the apps (such as Amazon Instant) can be difficult to use. The system does make some noise upon start up but within 1 minute, quiets down and you won't hear a thing. The standby mode is well done as the controllers can be charged even though the system isn't on.

  
"
5.0 out of 5 stars,"









  
  
    
  Well for Sony's latest iteration of Playstation, seems they've decided to go back to the PS2 form factor of sleek jet-black and blue LED light. Very sleek looking console all around and not as big as you might imagine. Although a top-shelf PC outclasses it, PS4 is the most powerful gaming console on the market, and as we get closer to realism in our gaming graphics, I think the decision to use PC architecture and not use expensive parts (like PS3) did will pay off for Sony.Controller is much improved, I'm sure you can find in-dept analysis elsewhere, but it really feels great. Nice improvement to triggers, comfort, and most of the analogs. Little larger than DS3, but overall, not a single thing is lacking in comparison. Touchpad is useful as well, although I would have liked a larger surface to swipe along, it does it's job well enough.Now for what matters most--the Games! Infamous, Ground Zeroes, Final Fantasy 14 are my favorite games for the system so far, but be assured, if you aren't a ""hardcore"" gamer, PS4 is pretty awesome out of the box with PS+ and free titles to try out. Warframe being one of the better examples of the free-to-play model done right, and PS+ is filled with goodies already like Don't Starve, Towerfall Ascension, Resogun, and Mercenary Kings. Knack is also a nice old school title that's got that ""cheap"" hard factor to it, but brings a certain level of nostalgia that's hard to deny. Overall, it's one of the best launches I've ever been a part of. No stand out classic like N64 launch with Mario 64, but everything early on has been good to great, with Infamous topping the list in just over 5 months of PS4 being available. I really feel good about this one. Sony's marketing and messaging has been spot on with gamers, they are gathering indy guys up to the platform, and really, that's where a lot of amazing experiences is coming from. It really does feel like the Renaissance of gaming and developers going back to basics with old school designs, and fresh perspectives and stories.People get into game! There's stories out there like The Last of Us or Gone Home that are just as good as movies we spend $30 to see just once. Support this medium, check out games, and sit down with one for a few hours. This is no longer a children and ""geek"" hobby. Games are really beginning to reinvent themselves, with some truly touching stories that you feel more connected to since you are a ""player"" in that world. It's an entertainment industry unlike anything else, and short mobile games (while tons of fun) just don't give you the full spectrum of gaming. It's my favorite past time, even beating out reading, sports, and running. PS4 is a good well-rounded platform for any new comers looking into gaming.ProsPS+ You pay $50 a year (or cheaper if you can fine deals) and you get free games every month! The best value right now is still on PS3 (Over 150 games now) but it's great on PS4 as well and will get better. One of the best things Sony did this generation of gaming.Controller-Huge improvement and feels nice in handSoftware-Great catalog of games already when new systems usually are pretty sparse on content in the beginning. Infamous/Watchdogs/The Order/Dragon Age are my potential big hitters for this year, but honestly, I'm having a lot of fun with the smaller, more personal titles. It really is going back to basics.Community--PS4 quickly seems to be becoming the goto console for gamers. I think it may end up being this generation's ""Live"" where all your friends are on PS4, not Xbox, meaning community titles like Street Fighter or Call of Duty/Battlefield with have more active communities on PS4. We'll see, but so far, gamers are choosing PS4 as the machine of choice.Cons-OS (Operating system)  is barebones and not much customization is available-Many of the cool features like Pause/Resume, Controlling your friends game through the network, and PS now and Sony's IPTV which lets you stream games, movies/shows and Live TV are not available yet.-Best studio's titles are still a ways off (Gran Turismo, Uncharted, God of War, Little Big Planet) and Sony's is being very quite on what there in-house guys are doing. Likely won't be updated until E3.

  
"
5.0 out of 5 stars,"









  
  
    
  I was extremely happy to see Amazon still had this for sale given the fact that you can not find it in stores. My fear however was what kind of shape would it be in when it arrived. Thankfully it was well packaged and safe. The PS4 is much smaller when compared to the PS3, including the size of the box. I hoooked up it and it started up with no problems at all which was my next sigh of relief. Once I started setting up my account, which was very easy to do, I put in my first game. As soon as Metal Gear Solid V started up, it was just jaw dropping how life like it looked. I have a pair of ihome headphones and after changing the audio to work with them through the awesome dualshock controller, I felt like I was there, living the game.The UI is much better than PS3. It keeps track of what you last did, so instead of having to go find netflix after turning off the system, it was right there waiting for me as the first option. I love being able to see what my friends are doing now or what they may have accomplished in one of their games they're playing. It sort of has a twitter feel to it which is really cool.The speed at which it runs is very fast and very smooth. It had to download a few updates and it took less than 30 mins total, that includes updates for the games. As soon as you put the game in, the PS4 will start to install it to the system to make the games much smoother. It does not download them, do not be confused by that. You will need the disc to play the game, unless you buy digital.The library section is a great idea. Here it keeps track of everything you have downloaded, from apps to DLC for games. Once you download an app, the PS4 automatically installs it to the system. Something I don't think the PS3 did.The DS controller was really the next step. It feels much better in your hands than the DS3. The DS4 has an input for headphones, so you can play games or watch tv/video with out waking people. As I said earlier, when playing MGSV with my ihome headphones, I felt like I was in the game. Something that def gets lost through just playing sound through the tv. There is no longer a start button on the controller. Instead you have the touch pad, which acts as the pause button is some games. You also now have an options button and the share button. The share button is where you can record some of your gameplay and post it online for others to see what you did. So now when you brag about pulling of an amazing touchdown in Madden or go on an insane killing spree via COD or BF, you have the prove to not only show it, but boast about how awesome you really are.Given that this system is only about 6 months old being on the market, I don't believe Sony has even begun to get to the tip of the iceburg, this includes game studios as well. Plus still to come this year, which game studios and sites are claiming will really show off the power of the system, you have Watch Dogs, Destiny, The Order and the reason I purchased the PS4 in the first place, Batman Arkham Knight!All in all, this thing is amazing. It is worth every penny you would spend on it. If you are able to grab one, I highly recommend it.

  
"
4.0 out of 5 stars,"









  
  
    
  The PS4 looks cool, the controller is better, the Share function works great for sharing screen shots, video and live streaming to your Twitter and Facebook, etc. The games are amazing on my LG LED 42"" 1080p 120hz TV. It's very important that you have a TV capable of handling this awesome system (such as the LG that I mentioned). The PS4 only works via HDMI, so throw your Component chords out the window and step into the New Generation!  Additionally, LCD TV's just won't do IMO. You will not be able to see as much detail (that the developers have worked very hard on) in the games. The picture is much clearer with an LED TV or better.I also love the different colored lights that the new controller and system emmit when performing different functions. The built-in speaker and touch pad on the controller add a new, cool experience to the system as well. One game that I've played and love is ""Outlast"". Think... Resident Evil, in 1st person ON STEROIDS! This game is scary and will make you jump and I don't scare easily. It is like playing in one of the Saw Movies. I love the graphics and gameplay. I usually don't like 1st person games but I can honestly say that I would have bought the system JUST FOR THIS GAME ALONE. It is only available on P4 and PC.The only negative things I can say about the P4 at this point are that the cooling fan on the unit gets pretty loud after playing for awhile. Louder than my PS3. This is apparently normal though because the one on display at GameStop does the same thing.My other qualm I have is that there are not enough games for it yet (online or tangible). Virtually, no free games for PS + Member or incentives for P4 users at the moment. I know this will change soon. This is the same way the p3 was at launch.Lastly, the controller charging cable is rather short and it is different from the PS3 Comtroller cables. You can always go and purchase a charging docking station or longer chord if this is a super problem for you. Fully charged, the controller still gives you days of play time before needing to be charged again.

  
"
